	drugName	condition	review	rating	date	usefulCount
63331	Epiduo	Acne	"""Love this product! I&#039;m 34 years old and I&#039;ve had acne for as long as I can remember. This stuff really works for me. I&#039;ve been using it for about two weeks now and this is the best my skin has ever been. Highly recommend!"""	9	22-Dec-16	4
148832	Mirena	Birth Control	"""I have had a wonderful experience with mirena! I have had zero side effects, Its been great! I cant believe so many negative reviews but everyone is different and there is something that works for everybody! My sister didnt like mirena so had her taken out for paragard which she absolutely loves! I honestly cant say anything bad about any IUD I think they are awesome. Pills are old news this is a new generation for women who cant take control of are bodies and choose when we are ready for babies."""	10	16-Mar-16	6
108021	Ethinyl estradiol / norelgestromin	Birth Control	"""I have cramps now and get daily headaches.. I truly believe it&#039;s from this patch. I will finish this month then maybe go to minastrin which is less estrogen.. I haven&#039;t decided yet. I would love to just do natural family planning, side effects aren&#039;t worth it."""	3	2-May-16	0
224494	Levothyroxine	Underactive Thyroid	"""The first two days of taking the medicine, I experienced body aches all over, headaches, thus, I took aspirin in the evening to try to alleviate the pain.  The third day and beyond, I felt/feel more energized, no headaches, no backaches, mental clarity, and just relieved.  I say you have to give the medicine time to kick in and get in your system. I am thankful."""	10	30-Dec-14	77
120390	Montelukast	Asthma	"""Caused anxiety and panic attacks"""	1	11-Apr-12	49
10823	Mononessa	Birth Control	"""This birth control seemed fine at first, but 10 days into it I started feeling not like myself--bad mood swings, feeling breathless or winded even when sitting, my blood pressure would spike for no reason, and I felt extremely sluggish.  One day I even had mild heart attack symptoms.  My body definitely did not react well to this medication."""	1	17-Aug-16	5
129173	Levonorgestrel	Birth Control	"""I got the Skyla inserted three weeks before I got married (virgin until then). Putting in Skyla was fast, but easily the most painful experience of my entire life. It sounds like someone is shooting a rubber-band gun and it feels like someone has shot your uterus. The cramps were the worst cramps I have had in my entire life- I couldn&#039;t focus, I was in tears- really the most painful experience ever. The cramping pain and bleeding didn&#039;t stop for about two months and periods are still extremely painful. I have bad mood swings, I get depressed all the time, and my libido is definitely decreased. My husband can also feel the wires sometimes and it&#039;s painful to him. I&#039;m not pregnant, so it works... but I&#039;m not sure it&#039;s worth the side effects."""	5	19-Oct-15	4
157178	Differin	Acne	"""I am a 28 yr old male who was very fortunate and never had acne as a kid or throughout my college years. Around my 27th birthday I started breaking out. Initially, it was not to bad and I thought it was stress from growing up and dealing with adult issues. However, it kept getting worse. I tried all the OTC meds and that was a waste of hundreds of dollars. I went to a dermatologist and I was put on Differin and it is great. The first 6 weeks were rough and I thought about quitting it a lot. I stuck with it and now my face is clear. The main thing for new users is to know that it will not work overnight and will prob get worse before it gets better. Stay with it."""	9	30-Jan-15	65
69687	Ibandronate	Osteoporosis	"""After 24 hours of taking Boniva 150 mg I started experiencing severe flu like symptoms with fever and extreme pain in my bones and joints.  """	1	3-Aug-10	6
116136	Clindamycin	Bacterial Infection	"""I was prescribed this for a infection on my knee and I am in a love hate relationship with this drug. Sure it did the trick (cleared it up and some of my acne as well) by the side effects were HORRIBLE. Every single night I would have a stabbing feeling in my back and chest that would last hours causing me to lose sleep... I would only recommend this if it is ABSOLUTELY necessary"""	6	7-Jan-17	7
129681	Levonorgestrel	Birth Control	"""I had this birth control for 3 years now and it was processe and painless .. i barely get periods and cramps. . But i noticed iv been gaining weight and its been hard to loose .. iv been having lots of mood swing and always feeling angry and depression ... but a crazy sex drive. ."""	6	5-Jun-15	6
9573	Lo Loestrin Fe	Birth Control	"""I love this!! I take this pill and was so scared of being on birth control due to side effects of weight gain and mood swings but I&#039;ve had absolutely no symptoms at all with this pill. Definitely recommend since it has given me no negative side effects at all. As long as it stays effective I will continue to use Loestrin, so glad I found a reliable birth control!"""	9	29-Feb-16	7
215914	Copper	Birth Control	"""I&#039;ve had the paragard IUD twice.. First time around I had it in for 5 months and had It removed due to pain after sex every time. I loved it though no hormones regular periods! So I ended up getting it placed again a year later and this time around is amazing! No pains after or during sex I honestly don&#039;t even feel it it&#039;s almost as if it&#039;s none existent! And my periods are heavier first 2 days and crampier again only the first 2 days. So far this has been my fav BCM of all ! Really recommend"""	9	10-Apr-16	2
143604	Etonogestrel	Birth Control	"""On my second year out of three. No acne problems, little weight gain (5-10 pounds)
Irregular periods but that&#039;s nothing new. Best thing about it, don&#039;t have to remember or think about birth control and I haven&#039;t got pregnant!!!"""	10	4-Dec-16	7
145366	Zithromax	Sinusitis	"""It&#039;s a life saver for me.  Chronic sinus problem that occurs twice a year.  Slight stomach issues after initial dose.  Knocks out brain fog.  Had the best night sleep in months.  Always take with food, and you will have no issues.  Made me feel 90% better 24 hours after initial dosage.  Use with Flonase to open passages to help get it all.  Only thing that works for my sinus problems."""	10	7-Dec-15	62
24926	Compazine	Anxiety	"""This medication gave me the worst experience of my life. It made me sleepy, yes. But at the same time, It sped up my mental discomfort, and it made my muscles jump. Similar to restless leg syndrome, but throughout my entire body. It was so bad they had to reverse it with Benadryl to alleviate the symptoms, And finally they gave me a mixture of Valium and Demerol to put me in a twilight state until it passed. If you have ANY medication allergies, even mild. I would strongly advise against this medication. 
"""	1	31-May-14	26
142866	Etonogestrel	Birth Control	"""My arm was bruised after getting the implant for about a week, my period came whenever it wanted and stayed for up to 14 days at a time. After about 6 months my period had completely gone away. I had horrible hormonal changes and mood changes, I gained almost 50 pounds very quickly after getting the implant inserted.  This birth control is UP TO 3 years, after two and a half years I got pregnant. I knew it had worn off because I lost weight and felt more like myself. After finding out I was pregnant I made an appointment to get the implant removed so I could have a normal pregnancy. But I ended up having a miscarriage from the implant before I could get it removed. A big weight was lifted off my shoulders after getting it removed"""	1	22-Sep-17	2
16980	Phillips' Milk of Magnesia	Constipation	"""I was constipated for 6 days. I tried 1/2 citrate magnesia which only made me move once with tiny balls..nothing else.i tried prunes, oatmeal, prunes blended in oatmeal, fig newtons, bran muffin, drinking 4 to 5 glasses of water 10 mins apart, walking and nothing..I was getting impacted.. I was considering taking an enema at this point but tried MoM instead. I took two full doses which equal eight tbsp.. This was suggested to me by a nurse who knows of my previous situation in which one full dose does not work for upon impaction. I drank two full glasses of water and followed with a probiotic after reading a doctor tell someone to follow MoM with a probiotic on healthtrap. it took about 6 hours and a few glasses of water and I can sleep now"""	9	23-Aug-16	24
178216	Duloxetine	ibromyalgia	"""Prescribed by rheumatologist for fibromyalgia (30 mg/day); have been on for just over two weeks, take it at night. Cymbalta has helped lessen my pain and has dramatically improved my mood- happier and much more relaxed. Two side effects so far: constipation and trouble sleeping. Hardly slept at all the first night or two, still only sleeping about 5 hours- waking up very early. I like the positive effects enough to weather the cons- at least for now."""	8	24-May-10	29
95995	Sertraline	Depression	"""I was on Zoloft years 9 years ago for social anxiety and it worked great for me. I decided to get off it but slowly all my symptoms came back. Also got very depressed. Got back in Zoloft 7 months ago and I feel great again. I did have to get a night guard from my dentist. I chipped two from teeth and cracked a molar from grinding my teeth. 200mg daily."""	9	22-Mar-13	85
222679	Topamax	Migraine Prevention	"""I&#039;ve taking topamax for three years.  It helped but I started getting eye pain behind my left eye.  My eye would throb like a bird was pecking at it. I went to several doctors about it and U of L dr. figured it out...it was topamax causing the problem.  I&#039;m  off of the meds.and having very little pain behind my eye."""	5	27-Jul-16	23
128895	Phentermine	Weight Loss	"""My weight loss experience with phentermine was successful.  Early on, my doctor would refill with the agreement I would stop by every three - four weeks for a blood pressure check.  Since my blood pressure was never an issue, and everything else was good, I continued  on with the daily time-release capsule, 15 mg.  Took a few days to get used to, but after that all was good.  In six months I lost 15 pounds and am grateful it was slow and steady.  I&#039;m 5&#039;5&#039;, weigh 137 pounds, and I feel good.  I exercise, eat lots of vegetables, try to keep carbs to a minimum and I&#039;m mindful of portion sizes.  Phentermine worked for me.  I highly recommend!"""	10	8-Jun-14	22
39285	Contrave	Weight Loss	"""I have been on this for a week now with no side affects. I watch what I eat and stay away from carbs and sugars. I will be getting married in June and have been trying to loose weight since last summer by following the SOS diet very strictly and going to the gym 4 times a week and not much change. So far I am down 3 lbs. in week one. I&#039;m hopeful for the first time in a long time!!!"""	10	8-Mar-17	33
144643	Etonogestrel	Birth Control	"""I got the Implant in March 2015 right after I decided to stop using the shot as my birth control method.  for the first 8 months, I LOVED it. No side effects that bothered me, I did not get any periods (which was what I was used to from the shot). And then for some reason in December 2015, I got a period that lasted for 42 days. YES 42 DAYS straight! Some days were heavy spotting, or light bleeding and the rest of the days were HEAVY &amp; PAINFUL. I also have been breaking out NONSTOP since Christmas, my acne has never been this AWFUL. I am ready to take this implant out of my arm and go back on the shot. :( Sad because I was hoping to stay on this for 3 years. Not worth all the breakouts and never ending periods."""	7	25-Feb-16	3
70325	Zofran	Nausea/Vomiting	"""I&#039;m taking this for morning sickness, I feel like it has given me my life back. I lost over 6 lbs in 5 days due to nausea and vomiting, and was too sick to do anything for my toddler, myself, or my home. I can tell when it&#039;s starting to wear off (at about 6.5-7 hr.) because the nausea comes right back. I&#039;ll take being backed up and a little drowsy as a side effect... it allows me to eat and keep things down and be present in my family&#039;s life. Never thought I&#039;d be so happy to take a medication, but I&#039;m SO thankful for Zofran."""	10	2-Mar-15	52
79418	Plan B One-Step	Emergency Contraception	"""Plan B one step is a LIFESAVER. My boyfriend and I had un protective sex. So within 4 hours after the incident, I took the pill. I was paranoid as hell, not sure whether this pill would work or not ( my first time taking it and I am also young). I experienced mild cramping , head aches and nausea for five days. But my period came on time ! The key is to stay calm and let the pill do its job."""	10	30-May-15	25
71471	Levora	Birth Control	"""This pill made me extremely emotional and anxious."""	3	30-Aug-11	4
51829	Ustekinumab	Psoriasis	"""I developed a severe case of psoriasis soon after my 18th birthday, with 90% of my body covered. For years I tried everything under the sun including steroids, PUVA, all topicals, Embrel, Humira, and methotrexate. The only thing that ever helped was the metho and if I tried to go off of it, I would be unable to leave the house for months on end, living in excruciating pain. I had been on metho for over 30 years, resigned to a life of weekly nausea and chronic lethargy, when my new doctor suggested Stelara. I tried it, positive that it would fail like everything else I had tried. And that was when life began for me again. I have now been on it for 1.5 years and for the most part completely clear. It has been a miracle for me!"""	9	2-Feb-17	33
35028	Minocycline	Acne	"""Solodyn is great. It starts working fast and I haven&#039;t had any side effects."""	9	28-Dec-08	30
32802	Empagliflozin	"Diabetes, Type 2"	"""Jardiance gave me back pain because I was dehydrated so I decided to drink one glass of coconut water everyday to relieve the pain and it works"""	9	20-Aug-17	12
172800	Clonazepam	Anxiety	"""I have been on this anxiolytic longer than any other, &amp; I feel that it works the best at controlling my panic attacks."""	9	5-Apr-15	47
16606	Ethinyl estradiol / norethindrone	Birth Control	"""Pros: Lighter periods, some cramping but much less, no pregnancy scares. Little to no nausea after the first week. No migraines.
Cons: Horrible moodiness, depression, anxiety, feeling insecure. Weight gain (though less than other users). Painful intercourse.

After a year of being on this pill, I went off for 3 months due to insurance coverage issues. While I was off, I noticed an immediate improvement in mood and energy. After going back on, the depression/mood swings started back up again, and I noticed an extreme drop in libido. Though my experience was not as horribly negative as some others, I will be looking for another birth control."""	4	12-Nov-15	7
53317	Ultram ER	Pain	"""I had surgery for scoliosis with spinal fusion 27 years ago.  Since then, my neck and lower back (without fusion) have been collapsing, curving, and I have been diagnosed with degenerative disc disease.  The pain began to extend to my hips and shoulders and it became impossible to function.  I had difficulty getting up and moving around, and more and more difficulty doing basic daily chores.  (I am a 51 y/o woman with 5 children - no wonder, right? ha ha).  Anyway, my doctor prescribed Ultram ER 100mg for me about 5 years ago and it has given me relief for the most part - until the last year.  I think I need to increase the dosage as I know my back is worse and the pain is getting worse, however, Ultram has been a life saver."""	8	21-Nov-10	22
117633	Nortriptyline	Irritable Bowel Syndrome	"""This medication has been a life saver.  I am a 23 year old female and was diagnosed with Irritable Bowel Syndrome 10 years ago.  It wasn&#039;t until 2 years ago that my primary care doctor suggested this medication after finding success with another patient.  Only 10 mg a day at bedtime and I am IBS symptom free. I used to have 5  bowel motions a day and now I am very regular.  My life is so different now that I am on this medication.  When I started the medication I had extreme dry mouth that went away after a couple of months and now I sometimes become constipated (which is something I&#039;ve never had in my life)."""	10	7-Mar-13	80
19785	Pregabalin	Reflex Sympathetic Dystrophy Syndrome	"""Side effects are a bit annoying sometimes, but it&#039;s working for me so I&#039;ll put up with it. A side note- I&#039;m taking this in addition to Wellbutrin and Cymbalta. All for my RSD... I have only had intermittent pain and it was extremely mild in comparison to before this combination."""	9	20-Nov-09	11
165550	Levonorgestrel	Emergency Contraception	"""My boyfriend and I had unprotected sex on the day of my ovulation and although I took Plan B about 18 hours later I was still super paranoid for the next week and a half or so until I took a pregnancy test that calmed my nerves. I thought that I was going to be in that 10% that still gets pregnant due to the time in my cycle that I had sex, however the pill worked perfectly with no side effects whatsoever and two weeks later I got my period. It was reading reviews online of Plan B and other situations like mine that calmed my nerves, so to anyone out there just know that this stuff really works and to not worry unnecessarily."""	10	12-May-17	17
208104	Suprep Bowel Prep Kit	Bowel Preparation	"""I wish the taste of the sucralose was not so obvious.  Couldn&#039;t wait to drink it and get to the water chaser.  I started in the bathroom 1 1/2 hrs later for 4 hours..no problems sleeping at 11 pm till 6am. Was extremely cold and had chills..tripled my blankets and was still shivering.  Taking my 2nd dose now at 6:30am.  I had to pay $70 for this prep."""	4	4-Apr-13	16
51431	Azithromycin	Bacterial Infection	"""My throat is still really sore, I still feel really sick and tired, and the day after all my dose had finished I had severe burning and itching in my vagina and my sinuses still feel inflamed."""	1	10-Jun-11	10
52576	Armour Thyroid	"Hypothyroidism, After Thyroid Removal"	"""I started taking Synthroid 200mrgs From 2002- Oct 2012. Because i had thyroid cancer.  had both of my thyroids removed. A friend told me to try  armour thyroid, and you will fill alot better. I took her advice and she gave mw the name of the Dr who will perscride armour thyroid. I been taking 90mrgs of Amour thyroid and i fill  great, I can tell the difference after i took the first pill. My energy level is very high. I dont need a nap during the day."""	10	13-Oct-12	82
37649	Vyvanse	ADHD	"""I am a 19 year old college student and just got prescribed Vyvanse about 2 days ago. When I take it I mainly feel relaxed and sometimes excited. I&#039;ve never been on any stimulant or ADD medication before. My main concern is losing weight on this medicine. I&#039;m about 5&#039;9&quot; and weigh about 135lbs. I eat a lot and I&#039;m still fairly skinny. I&#039;ve always worried about my weight and the last thing I want is to get skinnier. """	5	17-Jul-09	6
191365	Lisdexamfetamine	ADHD	"""Started Vyvanse (30mg) about 3 years ago, and still on it to this day! I am extremely more concentrated, and have more motivation throughout the entire day. This medication saved my life, and I have not looked back every since! Plus you loose weight, so that&#039;s a plus (:"""	10	20-Jan-17	34
168129	Jolessa	Birth Control	"""I have been on birth control for over 16 years now.  I started with pills at 18 then Depo shot for 5 years, and now back to pills.  I was on Seasonique and was okay. I switched Gyno and to help with copay she recommended Jolessa.  I tried it and have been on it for almost 6 months now.  I have been PMS&#039;ing since I started.  Breasts are constantly sore, severe mood swings, headaches and not to mention 10 pounds weight gain.  I have always exercised and eat right.  I am definitely switching!"""	3	31-May-11	3
122034	Venlafaxine	Depression	"""That was so strange. I gave up smoking after 10 years with the help of Effexor."""	9	22-Aug-11	1
136387	Mirvaso	Rosacea	"""I still have flare ups during the day but there are times where my skin is completely free from any redness, especially about an hour after it&#039;s applied.  It losses its effectiveness after about 6 hrs for me. After the tube is open I&#039;ve tried to stretch it out past 30 days but it&#039;s effective is not as good when the tube is first opened I&#039;ve found. I remember it taking a few weeks when I first started using it along with a topical cream at night for my skin to start to change.  My script ran out and I went without it for a week and I hated not having it. My skin burned and hurt again when I stopped using it for that time.  Although it doesn&#039;t completely eliminate systems it sure does help and I will not go a day without it."""	7	8-Jan-17	4
25882	Ethinyl estradiol / norelgestromin	Birth Control	"""I have been on the patch for a month and I absolutely love it. It&#039;s my first form of birth control and personally I gag taking pills. Within the first month of using the patch I lost 3 pounds. My sex drive is high and my breast got a little larger. Slightly. I had cramps during my week of the patch but I didn&#039;t mind. I rather have cramps than having my period for an entire month. I recommend the patch for anyone who wants a form of birth control who don&#039;t want to gain weight."""	8	25-Aug-11	3
183387	Cymbalta	Pain	"""I have spinal stenosis in 2 levels of my lumbar spine and 3 bulging/protruding discs. I could hardly sit or walk for months. I was hoping for surgery just to ease the pain. I couldn&#039;t drive for longer than 15 minutes, couldn&#039;t exercise like I used to, could hardly work. My doctor put me on Cymbalta 2 weeks ago and within 10 days, almost all my pain is gone! I still have some numbness in my lower leg and foot but I am no longer taking Percocet and am weaning off the morphine for night time! Cymbalta gave me back my life! I hope it continues! Thank you for this wonderful medicine!"""	10	27-Dec-11	26
51464	Azithromycin	Bronchitis	"""What a product, very effective"""	10	23-Apr-08	36
23322	Methadone	Pain	"""I started methadone a few days ago and oh my gosh have I been amazed!  I have felt better in the last few days more than I have in the last couple of years!!  I have chronic pain and been on almost all the other opiates.  I fell into the opiate addiction myself.  I think methadone is a God send!!  I would suggest methadone to anyone batttling chronic pain issues."""	10	17-Mar-12	91
101439	Atralin	Acne	"""I am 21 and I had bumps on my chin everyday since I was 16. I had tried EVERYTHING, including a Clarisonic, expensive face washes, creams, etc. Thankfully, my dermatologist prescribed my Atralin and my skin is practically perfect. I had an initial break-out for about a week and a half, then suddenly my skin was perfect. No bumps and so smooth! It does make my face rather shiny, which I am not used to since I have dry skin. I am so happy with this product! It is so nice to wake up every morning with great skin. This is worth the price tag. I wash my face nightly with Bobbi Brown &quot;extra balm rinse&quot;, use this gel, then apply a heavy moisturizer. Get Atralin! It will change your life!"""	10	24-Jun-11	14
118839	Drospirenone / ethinyl estradiol	Acne	"""HORRIBLE experience w Loryna. Took it for acne, on the 3rd week and my skin is as bad as it was on the Mirena IUD. Giving me terrible anxiety and mood swings. The acne is killing me"""	4	1-Aug-17	2
194444	Crestor	High Cholesterol	"""Took it for a year or so, but now I need it again and my insurance wont pay for it and my other medicines are over $400.00 a month and they want $160.00 more for Crestor. We just can&#039;t do it."""	10	3-May-10	24
222153	Rozerem	Insomnia	"""I had a bad experience each time I tried it.  I have been on Ambien for many years, but my Dr wanted to try something else. The Rozerem made me extremely anxious, and did the opposite of what I needed it for! My heart beat fast, and I had a feeling of nervousness and anxiousness. I tried it 4 times, and it was the same all 4. Maybe I&#039;m allergic."""	1	2-Jan-13	68
226748	Etonogestrel	Birth Control	"""having the nexplanon put into my arm was virtually pain free. I did have the bruising and tenderness around the injection site. No symptoms for the first month. Maybe a headache here and there. I have started bleeding though and it&#039;s been every day for 9 days now. It&#039;s not enough to be a full blown period but I have had painful cramping the first 5 days, more than with my normal period. I am optimistic tho and hope I will eventually have no period."""	8	16-Apr-15	8
5359	Cryselle	Birth Control	"""This is my first birth control I have ever been on. I&#039;ve been on this pill going on two years. It does its job in the field of preventing pregnancy.  The only thing I dislike about it is I get very moody at times while on it,  if I skip a pill and have to double up on it the next night I get a real bad headache! I have experienced weight gain as well, which no girl cares for. But like they all say every one is different."""	9	21-Sep-17	3
155931	Cialis	Erectile Dysfunction	"""I&#039;ve been taking 10mg Cialis daily for the last six months. I can&#039;t say enough about how much it has helped with erectile dysfunction. Erections are firm and last long enough for two orgasms. I&#039;ve discovered something else while taking Cialis. I have been dealing with symptoms of depression for several years. I&#039;ve tried several of the anti depressant medications but had terrible side effects. Not to mention, it made the performance issue worse. Since taking Cialis I&#039;ve noticed my depression has all but disappeared. I did some research and discovered that some studies have reported that Cialis has helped with depression in men. I&#039;ve got my life back and feel great."""	10	7-Nov-14	92
216556	Sucralfate	GERD	"""I have been on this medication for a couple of days now and it is to heal my stomach lining which was scratched from acid reflux after having an esophagogastroduodenoscopy (EDG) done. This medication is to heal the stomach and made it so that it heals it well and protects it from ever coming back is what I&rsquo;m told from the doctor. The only thing I have noticed so far from this medication is that it does give you dry mouth and a dry throat it is always best to keep your mouth clean and ice water helps a lot. The other thing is if you go to Walmart and buy BIOTENE dry mouth moisturizing spray works excellent After brushing and rinsing your mouth you can also use a lip moisturizer if it irritate your lips also finding that you drink  lots Water Yo"""	9	4-Dec-17	0
36072	Efinaconazole	"Onychomycosis, Toenail"	"""10 months no change total waste of $7000"""	1	5-Jun-16	12
15312	Ethinyl estradiol / norethindrone	Birth Control	"""The best BC I&#039;ve tried! I&#039;m taking it for one month and have minimal side effects. My breasts slightly increased in size, but no weight gain or acne. I&#039;m taking it at night, so I don&#039;t know if there are any headaches or nausea, I don&#039;t have any during the day. Love it!"""	10	19-Mar-17	3
223376	Cetirizine	Urticaria	"""My daughter has been taking this medicine for several months for the treatment of Urticaria, and it&#039;s had NO effect."""	1	28-Apr-12	5
30731	Miconazole	Vaginal Yeast Infection	"""I went to a water parks and couple of days later I got a yeast infection just like the previous year ...so I finally decided no more damn water parks. So I noticed this one was serious, I was swollen,itching, and hurting . I cried to my husband all day. We went and go some pills I would take those 3 times a day... didn&#039;t really help much . So he got me the cream to insert and I was soooo scared (I didn&#039;t know why) so I slowly put the cream inside of me slowly pushing it all out of the applicator .... not even a minute went by and the itching and burning was sooooooo unbearable...I instantly got into the shower trying to wash it out. The water helped a lot and once I got out I felt a lot better. We shouldn&#039;t have to go thru this for relief"""	2	18-Jul-17	2
49715	Ethinyl estradiol / levonorgestrel	Birth Control	"""This pill was a nightmare for me. I had random hot flashes that would last 2-3 hours and I would need to lay down immediately or go to a quiet place sit down and get some air. I also had random loss of appetite, I would be super hungry order a huge meal and then boom, hunger gone. I&#039;m putting my last pack on fire."""	1	5-Jun-15	2
153782	Amoxicillin	Urinary Tract Infection	"""Only used this to cure my UTI so it wouldn&#039;t spread to a kidney infection. But the side effects are absolutely horrific! I can&#039;t deal with this much longer. I&#039;m supposed to take 500mg/3x a day for 7 days but I&#039;m cutting it short I&#039;ll do it for 5 days because it&#039;s day 3 and I already want to stop it. 

My side effects:
&bull;All day long nausea 
&bull;Extreme constipation 
&bull;Abdominal cramping/pain from the gas trapped and constipation 
&bull;Diffuctly flactuating
&bull;NO appetite whatsoever, every food sounds disgusting and hard to eat
&bull;Anxiety and fear mixed with deep sadness
&bull;Fatigued and weak 
&bull;Feeling like I&#039;m slowly dying but trying to make it through each day, day by day
&bull;Dehabiliting - I hardly want to go out and do anything, need to sit out a lot."""	1	23-Nov-16	28
144622	Etonogestrel	Birth Control	"""This was the worst birth control I&#039;ve ever been on. I got it in July or 2015 at first I loved it. No periods or anything. Then I started getting bad migraines that won&#039;t go away. Then my mood for all messed up along with gaining 50lbs have stretch marks everywhere on my arms stomach sides hips passed my knees everywhere. I&#039;ve had more acne than I&#039;ve ever had. I&#039;m always tired, I&#039;ve had insomnia but now it&#039;s to the point I go 4 or 5 days on 2 hours at most of sleep. I&#039;m almost 21 and can&#039;t fit into anything and afraid to wear shorts or anything cause of all the stretch marks. I get itchy where the rod is and it doesn&#039;t stop.  I&#039;ve been wanting this out for awhile. Can&#039;t wait for Monday."""	1	2-Mar-16	1
150012	Soma	Muscle Spasm	"""For 1 year, I&#039;ve been suffering from severe muscle pain after I finish my household chores but as my doctor prescribed me this medicine, I can really say that it really works! The pain was gone. Thanks to Soma.."""	10	27-Jan-10	34
147190	Alprazolam	Panic Disorde	"""A miracle pill for the worst of panic attacks. Nothing compares to the effectiveness of Xanax. """	10	1-Apr-14	137
11757	Trulicity	"Diabetes, Type 2"	"""I started trulicity on6-24-16 so far no side effects im used to drinking lots of water so im not bothered by the dry mouth i hope this helps me and doesnt give me more kkidney Damage ill keep u posted"""	2	25-Jun-16	11
137926	Ortho Evra	Birth Control	"""I have been using the patch for 6 years now, I have only been off once ( I buy it when I&#039;m in Mexico since is $100 at USA and I can get 1 month for $35-40 ) So one time I ran out and had to be off for 2 months. Over all I love it, easy to remember, no side effects, haven&#039;t got pregnant in 6 years I have been married. My periods since I am on it are regular and I know exactly when is coming. Before it they used to be long and heavy, with a lot of cramps, now they last 3-4 days max with only 1-2 days of regular bleeding and the rest is light. I only get 1 day of cramps (the heaviest day) and I get sensitive (not sore) and heavy boobs before my period comes.
When I did came off I was so sensitive, I had sore boobs and my body was crazy."""	10	8-Jun-17	6
160525	Buspirone	Anxiety	"""I too have been experiencing dramatic weight loss with buspar. Just read the last comment and pretty much spot on. I don&#039;t get hungry anymore. I&#039;m a 5&#039;7&quot; female who weighed 175lbs. and now I&#039;m down to 120lbs. After two   months of this medicine. Also I noticed I seem to be having some severe OCD thoughts while taking this medicine. In the beginning it was all smooth sailing and now it seems like it&#039;s not working. Going to try another medicine."""	6	5-Sep-15	45
192398	Drospirenone / ethinyl estradiol	Acne	"""I wish this was around back when I was in high school!  I have struggled with acne for my whole teen/adult life.  I have taken Yaz on and off for 8 years now, and my skin never looks better than when I&#039;m on Yaz.  The doc took me off last year because I was getting headaches and she was concerned the estrogen in the Pill was causing it, but after a year on the mini pill with the same frequency of headaches and the added terribleness of deep cystic acne, I am happily back on Yaz and already seeing an improvement in my skin.  Only complaint (mainly from my husband) is a slightly lowered sex drive."""	10	9-Jan-15	11
171984	Meloxicam	ibromyalgia	"""It worked okay for my back pains, but during the time that I first started taking it I got a really bad sore throat and if it wasn%u2019t for Mobic, I would not have been able to get out of bed.  My throat felt so bad that I could hardly talk or eat and drink, but after taking the Mobic, it took the pain away for about 3 to 4 hours before I had to take another.  Therefore, if you have a bad sore throat or any inflammatory conditions try Mobic to see if it helps."""	7	28-Jul-09	29
186866	Neupro	Restless Legs Syndrome	"""Neupro patch is the BOMB!!!!!  My RLS bothers me even during the day, but with Neupro slow release patch, no leg jitters. AWESOME!!!!!   I just can&#039;t say enough about it. My provider has been giving me samples, so I have not had to pay as of yet, I just hope it isn&#039;t very expensive, would hate to not be able to continue use due to the out of pocket cost."""	10	23-Oct-13	43
113133	Bisacodyl	Bowel Preparation	"""I dont really use laxatives in my life but because I felt a bit constipated I took two pills( thought 1 will not be enough due to its size) and at 5 am got really bad cramps, and lots of regrets. No more laxatives for me, not worth the pain. By the way, it took just 3-4 hours for the pill to kick in, a way shorter interval of time expected."""	6	3-Apr-16	8
205763	Pristiq	Panic Disorde	"""Pristiq did a good job reducing my symptoms dramatically. However, it gave me so much in return, which made my life complicated! I mean 50 lb weight gains over a year that keeps growing every month. I also cannot sleep at night as I could before. I see very vivid dreams and nightmares almost every night! It makes me wake up feeling tired. In addition, I had withdrawal symptoms when I once forgot to take my dose. I had vertigo, nausea, headache. I absolutely could not function. """	4	6-Sep-10	8
157819	Accutane	Acne	"""Unreal difference.  My side effects are minimum and I&#039;m on 60 mg a day.  This is one stop shopping.  I had terrible acne--cysts everywhere.  I&#039;m 3 months in and it&#039;s almost completely gone."""	10	24-Dec-14	78
114455	Atarax	Anxiety	"""Was prescribed for anxiety, and instead it threw me into the worst full blown panic attack I have ever had.!   Totally out of my mind!"""	1	18-Jan-17	23
215281	Lubiprostone	Irritable Bowel Syndrome	"""Caused breathing problems."""	5	15-Mar-09	38
26094	Sprintec	Birth Control	"""I have been on this birth control for 11 months now. At first I experienced moodiness and being over-emotional, and I still do sometimes whenever I start my new pack. However, my periods are so much lighter and only last from Wednesday to Sunday. Coming from somewhere who has had nightmare periods (such heavy bleeding that I would miss school) this is a great plus. My skin has also cleared up tremendously. I had my face under control but I would always get back acne, and I don&#039;t break out on my back anymore. I have also gone up two cup sizes and I&#039;m definitely not complaining. Also, it does its job on preventing pregnancy!"""	9	6-Mar-17	9
66370	Valacyclovir	"Herpes Simplex, Suppression"	"""Well yesterday I found out I had genital herpes from oral sex. My boyfriend had a cold sore that I honestly thought didn&#039;t matter and I thought it was healed. I noticed symptoms such as itching and burning but I shook it off and thought it was a yeast infection. then the next day swelling happened and I was so
sore I couldn&#039;t sleep. My gyno perscribed me with Valacyclovir and so far it has been working a little bit, it still burns to go to the bathroom but it&#039;s only the first
day. It&#039;s providing relief though. none of you should feel alone because you definitely aren&#039;t. Just remember to stay positive and keep your head up. It sucks but you can do it! Also remember that one little mistake can hurt you real bad."""	9	9-Apr-15	8
